,compartments,0
AA_1_B,vamb_megahit_488,2.4779161651912607e-13
AA_1_B,vamb_megahit_77,3.606863811742729e-12
AA_1_B,vamb_spades_1,5.469815917714072e-13
AA_1_B,vamb_spades_1056,1.6685095070368546e-12
AA_1_B,vamb_spades_108,1.286189873249728e-13
AA_1_B,vamb_spades_21,3.307244451030157e-13
AA_1_B,vamb_spades_222,1.008770606339014e-12
AA_1_B,vamb_spades_267,2.1247926164946792e-13
AA_1_B,vamb_spades_286,2.348149743768801e-13
AA_1_B,vamb_spades_6,3.684038714694217e-12
AA_1_B,vamb_spades_812,1.4532000410274472e-12
AA_1_B,vamb_spades_857,2.0469676461518479e-13
AA_2_B,maxbin2_megahit_017,3.0126194823561036e-13
AA_2_B,maxbin2_spades_001,0.0023734306683634745
AA_2_B,maxbin2_spades_006,2.405195620919942e-13
AA_2_B,medium,
AA_2_B,metabat1_megahit_20,0.0
AA_2_B,metabat2_megahit_24,1.0556342182225849e-13
AA_2_B,metabat2_megahit_33,0.0
AA_2_B,metabat2_spades_15,0.0
AA_2_B,metabat2_spades_18,0.0
AA_2_B,metabat2_spades_25,0.0
AA_2_B,vamb_megahit_295,5.487046881862052e-13
AA_2_B,vamb_megahit_39,1.6443543178529682e-13
AA_2_B,vamb_megahit_488,8.315740271209535e-13
AA_2_B,vamb_spades_1,4.658024218174355e-13
AA_2_B,vamb_spades_1056,1.2576130440390514e-12
AA_2_B,vamb_spades_108,0.0
AA_2_B,vamb_spades_21,1.1310324978794402e-12
AA_2_B,vamb_spades_222,1.2608923489065523e-11
AA_2_B,vamb_spades_267,0.0
AA_2_B,vamb_spades_286,0.0
AA_2_B,vamb_spades_812,1.4303750649361697e-12
AA_2_B,vamb_spades_857,1.7283823370472899e-13
AAAb_1_B,concoct_megahit_6,5.2166240526847095e-12
AAAb_1_B,maxbin2_megahit_017,3.2387364741534666e-12
AAAb_1_B,maxbin2_spades_001,0.020199810298614125
AAAb_1_B,maxbin2_spades_006,0.0
AAAb_1_B,maxbin2_spades_028,1.1366862799877852e-11
AAAb_1_B,medium,
AAAb_1_B,metabat1_megahit_20,0.0
AAAb_1_B,metabat1_spades_2,7.888337682582318e-12
AAAb_1_B,metabat2_megahit_14,5.14792911361109e-12
AAAb_1_B,metabat2_megahit_24,0.0
AAAb_1_B,metabat2_megahit_33,0.0
AAAb_1_B,metabat2_spades_15,0.0
AAAb_1_B,metabat2_spades_18,0.0
AAAb_1_B,metabat2_spades_25,0.0
AAAb_1_B,vamb_megahit_39,1.1000350328991717e-11
AAAb_1_B,vamb_megahit_488,1.2801733332391111e-11
AAAb_1_B,vamb_spades_1,5.157520827972743e-12
AAAb_1_B,vamb_spades_1056,2.031150429092018e-12
AAAb_1_B,vamb_spades_108,4.1102038434484276e-13
AAAb_1_B,vamb_spades_21,5.431611310785407e-12
AAAb_1_B,vamb_spades_222,7.690009353912251e-12
AAAb_1_B,vamb_spades_267,0.0
AAAb_1_B,vamb_spades_286,8.881819550638465e-12
AAAb_1_B,vamb_spades_6,4.350724620849069e-12
AAAb_1_B,vamb_spades_812,4.891263271168731e-12
AAAb_1_B,vamb_spades_857,1.605911548916306e-11
AAAb_2_B,concoct_megahit_6,0.004568376453160201
AAAb_2_B,maxbin2_megahit_017,0.007171102831873361
AAAb_2_B,maxbin2_spades_001,0.04260181577635553
AAAb_2_B,maxbin2_spades_006,0.006063600136006996
AAAb_2_B,maxbin2_spades_028,0.005266988573387983
AAAb_2_B,medium,
AAAb_2_B,metabat1_megahit_20,0.0072017090683341054
AAAb_2_B,metabat1_spades_2,0.007308558160787527
AAAb_2_B,metabat2_megahit_14,0.006893071556276808
AAAb_2_B,metabat2_megahit_24,0.004863614831230008
AAAb_2_B,metabat2_megahit_33,0.008192802351574973
AAAb_2_B,metabat2_spades_15,0.08568677401476082
AAAb_2_B,metabat2_spades_18,0.00824186642130604
AAAb_2_B,metabat2_spades_25,0.004029864363832818
AAAb_2_B,vamb_megahit_39,0.007661785113215842
AAAb_2_B,vamb_megahit_488,0.005435859391278056
AAAb_2_B,vamb_spades_1056,0.007528356455855107
AAAb_2_B,vamb_spades_108,0.005701964421788356
AAAb_2_B,vamb_spades_21,0.008145128826000233
AAAb_2_B,vamb_spades_222,0.011612124906777686
AAAb_2_B,vamb_spades_267,0.0042151112495114286
AAAb_2_B,vamb_spades_286,0.007529038629868208
AAAb_2_B,vamb_spades_298,0.0068951674329478544
AAAb_2_B,vamb_spades_6,0.007734052765486264
AAAb_2_B,vamb_spades_812,0.0071883806053100715
AAAb_2_B,vamb_spades_857,0.004680046678550901
