,compartments,0
Control_2_B,vamb_megahit_295,1.4024227236021368e-11
Control_2_B,vamb_megahit_488,2.5549433072165082e-11
Control_2_B,vamb_megahit_77,2.6164941661218467e-11
Control_2_B,vamb_spades_1,1.2513636894822337e-11
Control_2_B,vamb_spades_1056,7.126001028508011e-12
Control_2_B,vamb_spades_108,9.411343097244273e-12
Control_2_B,vamb_spades_21,6.494133134774937e-12
Control_2_B,vamb_spades_222,5.07120532908082e-12
Control_2_B,vamb_spades_267,3.772126331165977e-12
Control_2_B,vamb_spades_286,0.0
Control_2_B,vamb_spades_298,1.11773027621329e-11
Control_2_B,vamb_spades_812,6.434022863929288e-12
Control_2_B,vamb_spades_857,3.4568373919446605e-12
Control_3_B,concoct_megahit_6,2.918771262355607e-08
Control_3_B,maxbin2_megahit_017,0.0006200097312201404
Control_3_B,maxbin2_spades_001,0.07080882620837697
Control_3_B,maxbin2_spades_006,1.4602425535029283e-08
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,5.3844404213611454e-09
Control_3_B,metabat1_spades_2,0.002437161668282973
Control_3_B,metabat2_megahit_24,9.429005378357901e-09
Control_3_B,metabat2_megahit_33,5.617465832699856e-09
Control_3_B,metabat2_spades_15,8.905571918635513e-12
Control_3_B,metabat2_spades_18,5.067204568733494e-09
Control_3_B,metabat2_spades_25,4.665375195102775e-10
Control_3_B,vamb_megahit_295,7.046586289528063e-08
Control_3_B,vamb_megahit_488,0.0021408597261076594
Control_3_B,vamb_megahit_77,0.0019423176554190474
Control_3_B,vamb_spades_1,1.4643504136291042e-08
Control_3_B,vamb_spades_1056,6.177148506567738e-07
Control_3_B,vamb_spades_108,1.0313102644970786e-07
Control_3_B,vamb_spades_21,0.002454920277184716
Control_3_B,vamb_spades_222,1.2009481101141835e-06
Control_3_B,vamb_spades_267,6.00385931973455e-08
Control_3_B,vamb_spades_286,6.7781773979786335e-09
Control_3_B,vamb_spades_298,4.6135782909850744e-08
Control_3_B,vamb_spades_812,1.0047106064143323e-06
Control_3_B,vamb_spades_857,4.125158392895193e-08
AA_1_B,concoct_megahit_6,4.444365978367082e-12
AA_1_B,maxbin2_megahit_017,1.062024363316555e-12
AA_1_B,maxbin2_spades_001,0.07949557666571853
AA_1_B,maxbin2_spades_006,7.197144547170597e-13
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,0.0
AA_1_B,metabat1_spades_2,1.469247279737291e-11
AA_1_B,metabat2_megahit_14,2.2903455393854783e-12
AA_1_B,metabat2_megahit_24,0.0
AA_1_B,metabat2_megahit_33,0.0
AA_1_B,metabat2_spades_15,0.0
AA_1_B,metabat2_spades_18,0.0
AA_1_B,metabat2_spades_25,0.0
AA_1_B,vamb_megahit_295,1.5482025162323664e-12
AA_1_B,vamb_megahit_488,4.196137489327772e-13
AA_1_B,vamb_megahit_77,2.0353564943248407e-11
AA_1_B,vamb_spades_1,1.2367023034697675e-12
AA_1_B,vamb_spades_1056,2.4108664215653326e-12
AA_1_B,vamb_spades_108,0.0
AA_1_B,vamb_spades_21,1.0546593634294852e-12
AA_1_B,vamb_spades_222,2.416588979756306e-12
AA_1_B,vamb_spades_267,8.069866524640404e-13
AA_1_B,vamb_spades_286,8.804333327703031e-13
AA_1_B,vamb_spades_6,2.3619379713461484e-11
AA_1_B,vamb_spades_812,4.056500270353157e-12
AA_1_B,vamb_spades_857,1.3582579060471238e-12
AA_2_B,maxbin2_megahit_017,1.339729420366808e-12
AA_2_B,maxbin2_spades_001,0.07511836301764853
AA_2_B,maxbin2_spades_006,2.4170401119196993e-13
AA_2_B,medium,
AA_2_B,metabat1_megahit_20,0.0
AA_2_B,metabat2_megahit_24,7.316545093025423e-12
AA_2_B,metabat2_megahit_33,0.0
AA_2_B,metabat2_spades_15,4.658685056851094e-12
AA_2_B,metabat2_spades_18,0.0
AA_2_B,metabat2_spades_25,0.0
AA_2_B,vamb_megahit_295,8.855532681234752e-13
AA_2_B,vamb_megahit_39,1.5361676036399557e-12
AA_2_B,vamb_megahit_488,3.682479462793872e-12
AA_2_B,vamb_spades_1,5.931515596284471e-13
AA_2_B,vamb_spades_1056,2.286406010840424e-12
AA_2_B,vamb_spades_108,0.0
AA_2_B,vamb_spades_21,2.915285706542929e-12
AA_2_B,vamb_spades_222,1.1710710086074762e-11
AA_2_B,vamb_spades_267,0.0
AA_2_B,vamb_spades_286,3.68929233106864e-12
AA_2_B,vamb_spades_812,5.863340403067402e-12
AA_2_B,vamb_spades_857,1.44798224837722e-12
AAAb_1_B,concoct_megahit_6,0.0
AAAb_1_B,maxbin2_megahit_017,0.0
AAAb_1_B,maxbin2_spades_001,0.1281296585480405
AAAb_1_B,maxbin2_spades_006,0.0
AAAb_1_B,maxbin2_spades_028,1.551244089357134e-11
AAAb_1_B,medium,
AAAb_1_B,metabat1_megahit_20,0.0
AAAb_1_B,metabat1_spades_2,4.621745274639387e-12
AAAb_1_B,metabat2_megahit_14,3.8341807593287945e-12
AAAb_1_B,metabat2_megahit_24,0.0
AAAb_1_B,metabat2_megahit_33,0.0
AAAb_1_B,metabat2_spades_15,0.0
AAAb_1_B,metabat2_spades_18,0.0
AAAb_1_B,metabat2_spades_25,0.0
AAAb_1_B,vamb_megahit_39,1.1465118801570795e-11
AAAb_1_B,vamb_megahit_488,1.8183083500644973e-11
AAAb_1_B,vamb_spades_1,6.80020568901025e-12
AAAb_1_B,vamb_spades_1056,2.4650436588967846e-12
AAAb_1_B,vamb_spades_108,0.0
AAAb_1_B,vamb_spades_21,0.0
AAAb_1_B,vamb_spades_222,9.510203877805309e-12
AAAb_1_B,vamb_spades_267,0.0
AAAb_1_B,vamb_spades_286,0.0
AAAb_1_B,vamb_spades_6,2.8834553046256562e-12
AAAb_1_B,vamb_spades_812,3.7442146343315534e-12
AAAb_1_B,vamb_spades_857,0.0
AAAb_2_B,concoct_megahit_6,1.4791291218455076e-05
AAAb_2_B,maxbin2_megahit_017,3.870658618871338e-06
AAAb_2_B,maxbin2_spades_001,0.11115925280286972
AAAb_2_B,maxbin2_spades_006,0.0
AAAb_2_B,maxbin2_spades_028,2.7377458231952907e-05
AAAb_2_B,medium,
AAAb_2_B,metabat1_megahit_20,0.0
AAAb_2_B,metabat1_spades_2,8.319767836299267e-06
AAAb_2_B,metabat2_megahit_14,6.085003096421331e-06
AAAb_2_B,metabat2_megahit_24,0.0
AAAb_2_B,metabat2_megahit_33,0.0
AAAb_2_B,metabat2_spades_15,0.0
AAAb_2_B,metabat2_spades_18,0.0
AAAb_2_B,metabat2_spades_25,0.0
AAAb_2_B,vamb_megahit_39,2.2027013219955296e-05
AAAb_2_B,vamb_megahit_488,0.0
AAAb_2_B,vamb_spades_1056,2.3322917103233416e-06
AAAb_2_B,vamb_spades_108,0.0
AAAb_2_B,vamb_spades_21,0.0
AAAb_2_B,vamb_spades_222,5.68663151889425e-06
AAAb_2_B,vamb_spades_267,0.0
AAAb_2_B,vamb_spades_286,0.0
AAAb_2_B,vamb_spades_298,6.128400936961574e-06
AAAb_2_B,vamb_spades_6,5.756526989198409e-07
AAAb_2_B,vamb_spades_812,1.3245050417845462e-05
AAAb_2_B,vamb_spades_857,0.0
