,compartments,0
Control_3_B,maxbin2_spades_001,0.048956638869416876
Control_3_B,maxbin2_spades_006,8.865275080288672e-13
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,0.0
Control_3_B,metabat1_spades_2,3.8935094322907075e-10
Control_3_B,metabat2_megahit_24,5.884046440640871e-12
Control_3_B,metabat2_megahit_33,0.0
Control_3_B,metabat2_spades_15,0.0
Control_3_B,metabat2_spades_18,0.0
Control_3_B,metabat2_spades_25,0.0
Control_3_B,vamb_megahit_295,3.2869790940923585e-12
Control_3_B,vamb_megahit_488,2.2531083720993693e-11
Control_3_B,vamb_megahit_77,2.3354808711157486e-11
Control_3_B,vamb_spades_1,2.6628889943665636e-12
Control_3_B,vamb_spades_1056,4.672439557360804e-12
Control_3_B,vamb_spades_108,2.7282365723707775e-12
Control_3_B,vamb_spades_21,1.0033065361962948e-10
Control_3_B,vamb_spades_222,3.226684272747784e-12
Control_3_B,vamb_spades_267,1.3692199238237024e-12
Control_3_B,vamb_spades_286,4.814682901716969e-12
Control_3_B,vamb_spades_298,2.549304874794893e-12
Control_3_B,vamb_spades_812,4.344976972130896e-12
Control_3_B,vamb_spades_857,1.141715957180095e-12
AA_1_B,concoct_megahit_6,1.8392393259821967e-10
AA_1_B,maxbin2_megahit_017,1.846981280128583e-10
AA_1_B,maxbin2_spades_001,0.06188465140743077
AA_1_B,maxbin2_spades_006,1.0684695829756657e-10
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,0.0
AA_1_B,metabat1_spades_2,1.533471995363457e-10
AA_1_B,metabat2_megahit_14,6.191029831559035e-11
AA_1_B,metabat2_megahit_24,0.0
AA_1_B,metabat2_megahit_33,0.0
AA_1_B,metabat2_spades_15,0.0
AA_1_B,metabat2_spades_18,0.0
AA_1_B,metabat2_spades_25,0.0
AA_1_B,vamb_megahit_295,9.074880466103555e-11
AA_1_B,vamb_megahit_488,4.5945832197296766e-11
AA_1_B,vamb_megahit_77,1.1845831664232972e-10
AA_1_B,vamb_spades_1,1.1090848966107957e-10
AA_1_B,vamb_spades_1056,2.7887371600440346e-11
AA_1_B,vamb_spades_108,0.0
AA_1_B,vamb_spades_21,1.5281792888879235e-10
AA_1_B,vamb_spades_222,1.9749904740044177e-10
AA_1_B,vamb_spades_267,1.3122251631240845e-10
AA_1_B,vamb_spades_286,1.4673170262114324e-10
AA_1_B,vamb_spades_6,1.2049464820435824e-10
AA_1_B,vamb_spades_812,2.744098777677715e-10
AA_1_B,vamb_spades_857,2.4073492654729533e-10
AA_2_B,maxbin2_megahit_017,2.596295384971939e-07
AA_2_B,maxbin2_spades_001,0.05695830141046209
AA_2_B,maxbin2_spades_006,1.1249223945396839e-07
AA_2_B,medium,
AA_2_B,metabat1_megahit_20,1.2712876909567543e-08
AA_2_B,metabat2_megahit_24,6.119748569759893e-08
AA_2_B,metabat2_megahit_33,1.2228959543307116e-08
AA_2_B,metabat2_spades_15,4.5985429820090367e-10
AA_2_B,metabat2_spades_18,6.522694809878894e-09
AA_2_B,metabat2_spades_25,4.095631026630461e-10
AA_2_B,vamb_megahit_295,7.942814776560557e-07
AA_2_B,vamb_megahit_39,1.0900941305287447e-07
AA_2_B,vamb_megahit_488,0.000857042348425719
AA_2_B,vamb_spades_1,2.931765656077711e-07
AA_2_B,vamb_spades_1056,2.5296735098371257e-06
AA_2_B,vamb_spades_108,1.336796812649336e-08
AA_2_B,vamb_spades_21,0.0012457329265269201
AA_2_B,vamb_spades_222,0.0034964605120138344
AA_2_B,vamb_spades_267,1.3422046120962018e-08
AA_2_B,vamb_spades_286,3.598956745871413e-08
AA_2_B,vamb_spades_812,1.4382057853259967e-05
AA_2_B,vamb_spades_857,6.160452666647557e-08
AAAb_1_B,concoct_megahit_6,2.515000060419893e-13
AAAb_1_B,maxbin2_megahit_017,0.0
AAAb_1_B,maxbin2_spades_001,0.04893787692133932
AAAb_1_B,maxbin2_spades_006,0.0
AAAb_1_B,maxbin2_spades_028,4.864851331834555e-13
AAAb_1_B,medium,
AAAb_1_B,metabat1_megahit_20,0.0
AAAb_1_B,metabat1_spades_2,1.9596106564929437e-12
AAAb_1_B,metabat2_megahit_14,1.4367992639175502e-12
AAAb_1_B,metabat2_megahit_24,0.0
AAAb_1_B,metabat2_megahit_33,0.0
AAAb_1_B,metabat2_spades_15,0.0
AAAb_1_B,metabat2_spades_18,0.0
AAAb_1_B,metabat2_spades_25,0.0
AAAb_1_B,vamb_megahit_39,1.6246113275366453e-12
AAAb_1_B,vamb_megahit_488,2.7102720860269327e-13
AAAb_1_B,vamb_spades_1,3.3044803468587077e-13
AAAb_1_B,vamb_spades_1056,5.292799527301465e-13
AAAb_1_B,vamb_spades_108,0.0
AAAb_1_B,vamb_spades_21,1.6917141414202085e-13
AAAb_1_B,vamb_spades_222,8.140978420210411e-13
AAAb_1_B,vamb_spades_267,0.0
AAAb_1_B,vamb_spades_286,0.0
AAAb_1_B,vamb_spades_6,1.2335304781274408e-12
AAAb_1_B,vamb_spades_812,1.4694666478543733e-12
AAAb_1_B,vamb_spades_857,0.0
AAAb_2_B,concoct_megahit_6,0.0
AAAb_2_B,maxbin2_megahit_017,0.0
AAAb_2_B,maxbin2_spades_001,0.06308419327663028
AAAb_2_B,maxbin2_spades_006,0.0
AAAb_2_B,maxbin2_spades_028,0.0
AAAb_2_B,medium,
AAAb_2_B,metabat1_megahit_20,0.0
AAAb_2_B,metabat1_spades_2,0.0
AAAb_2_B,metabat2_megahit_14,0.0
AAAb_2_B,metabat2_megahit_24,0.0
AAAb_2_B,metabat2_megahit_33,0.0
AAAb_2_B,metabat2_spades_15,0.0
AAAb_2_B,metabat2_spades_18,0.0
AAAb_2_B,metabat2_spades_25,0.0
AAAb_2_B,vamb_megahit_39,0.0
AAAb_2_B,vamb_megahit_488,0.0
AAAb_2_B,vamb_spades_1056,0.0
AAAb_2_B,vamb_spades_108,0.0
AAAb_2_B,vamb_spades_21,0.0
AAAb_2_B,vamb_spades_222,0.0
AAAb_2_B,vamb_spades_267,0.0
AAAb_2_B,vamb_spades_286,0.0
AAAb_2_B,vamb_spades_298,0.0005147576056186114
AAAb_2_B,vamb_spades_6,5.8280736100354734e-12
AAAb_2_B,vamb_spades_812,0.0
AAAb_2_B,vamb_spades_857,0.0
