,compartments,0
Control_3_B,vamb_spades_298,1.91902550966736e-07
Control_3_B,vamb_spades_812,0.0005408536786625874
Control_3_B,vamb_spades_857,1.9853850048295816e-07
AA_1_B,concoct_megahit_6,9.490403070860144e-12
AA_1_B,maxbin2_megahit_017,1.0932494593879413e-12
AA_1_B,maxbin2_spades_001,0.04192192767680222
AA_1_B,maxbin2_spades_006,6.853508144469141e-13
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,0.0
AA_1_B,metabat1_spades_2,0.0006997461952481905
AA_1_B,metabat2_megahit_14,2.3269177920808425e-12
AA_1_B,metabat2_megahit_24,0.0
AA_1_B,metabat2_megahit_33,0.0
AA_1_B,metabat2_spades_15,0.0
AA_1_B,metabat2_spades_18,0.0
AA_1_B,metabat2_spades_25,0.0
AA_1_B,vamb_megahit_295,1.6939305988154321e-12
AA_1_B,vamb_megahit_488,4.876708849857782e-13
AA_1_B,vamb_megahit_77,0.000903261384689259
AA_1_B,vamb_spades_1,1.3020716829647142e-12
AA_1_B,vamb_spades_1056,2.8913455675730527e-12
AA_1_B,vamb_spades_108,0.0
AA_1_B,vamb_spades_21,1.0329959712271877e-12
AA_1_B,vamb_spades_222,2.7327824073835973e-12
AA_1_B,vamb_spades_267,8.284696667134385e-13
AA_1_B,vamb_spades_286,8.712355622433483e-13
AA_1_B,vamb_spades_6,0.0012046517435843787
AA_1_B,vamb_spades_812,4.935008904678077e-12
AA_1_B,vamb_spades_857,1.3475368602772184e-12
AA_2_B,maxbin2_megahit_017,1.3183893867559854e-12
AA_2_B,maxbin2_spades_001,0.045191296204608225
AA_2_B,maxbin2_spades_006,3.407773019914205e-13
AA_2_B,medium,
AA_2_B,metabat1_megahit_20,0.0
AA_2_B,metabat2_megahit_24,7.885870934639455e-12
AA_2_B,metabat2_megahit_33,0.0
AA_2_B,metabat2_spades_15,0.008461606660824569
AA_2_B,metabat2_spades_18,0.0
AA_2_B,metabat2_spades_25,1.3132426976090273e-12
AA_2_B,vamb_megahit_295,1.052593771868624e-12
AA_2_B,vamb_megahit_39,1.3608147879141914e-12
AA_2_B,vamb_megahit_488,3.3968874308917395e-12
AA_2_B,vamb_spades_1,6.709068958114838e-13
AA_2_B,vamb_spades_1056,8.070503868019933e-13
AA_2_B,vamb_spades_108,0.0
AA_2_B,vamb_spades_21,3.086472100124674e-12
AA_2_B,vamb_spades_222,1.7401350598224056e-11
AA_2_B,vamb_spades_267,0.0
AA_2_B,vamb_spades_286,0.0
AA_2_B,vamb_spades_812,5.836623433286766e-12
AA_2_B,vamb_spades_857,9.789252932860594e-13
AAAb_1_B,concoct_megahit_6,4.025650941542859e-13
AAAb_1_B,maxbin2_megahit_017,4.3059778175471844e-13
AAAb_1_B,maxbin2_spades_001,0.005649368770600302
AAAb_1_B,maxbin2_spades_006,6.353931696475458e-13
AAAb_1_B,maxbin2_spades_028,2.021376621132779e-12
AAAb_1_B,medium,
AAAb_1_B,metabat1_megahit_20,4.07985845541479e-13
AAAb_1_B,metabat1_spades_2,1.5899012806628337e-11
AAAb_1_B,metabat2_megahit_14,6.590590062486668e-12
AAAb_1_B,metabat2_megahit_24,1.1281014148767906e-12
AAAb_1_B,metabat2_megahit_33,0.0
AAAb_1_B,metabat2_spades_15,0.0
AAAb_1_B,metabat2_spades_18,0.0
AAAb_1_B,metabat2_spades_25,0.0
AAAb_1_B,vamb_megahit_39,1.036676836604229e-11
AAAb_1_B,vamb_megahit_488,1.0318746638315415e-12
AAAb_1_B,vamb_spades_1,1.0188247599577604e-12
AAAb_1_B,vamb_spades_1056,8.480615962342664e-13
AAAb_1_B,vamb_spades_108,2.0665772279039662e-13
AAAb_1_B,vamb_spades_21,6.022675045104261e-13
AAAb_1_B,vamb_spades_222,2.2917063696771663e-12
AAAb_1_B,vamb_spades_267,2.2693822523120574e-13
AAAb_1_B,vamb_spades_286,6.638091848995718e-13
AAAb_1_B,vamb_spades_6,8.306090658845385e-12
AAAb_1_B,vamb_spades_812,6.576663892855719e-12
AAAb_1_B,vamb_spades_857,1.1683339803659321e-12
AAAb_2_B,concoct_megahit_6,2.2590943172658267e-11
AAAb_2_B,maxbin2_megahit_017,5.628970757442176e-12
AAAb_2_B,maxbin2_spades_001,0.005806439137729746
AAAb_2_B,maxbin2_spades_006,7.823540307593006e-12
AAAb_2_B,maxbin2_spades_028,3.785388065482478e-11
AAAb_2_B,medium,
AAAb_2_B,metabat1_megahit_20,0.0
AAAb_2_B,metabat1_spades_2,1.828114006107483e-11
AAAb_2_B,metabat2_megahit_14,9.97011992914052e-12
AAAb_2_B,metabat2_megahit_24,0.0
AAAb_2_B,metabat2_megahit_33,0.0
AAAb_2_B,metabat2_spades_15,0.0
AAAb_2_B,metabat2_spades_18,0.0
AAAb_2_B,metabat2_spades_25,0.0
AAAb_2_B,vamb_megahit_39,4.392549392657634e-11
AAAb_2_B,vamb_megahit_488,2.3495217677859944e-11
AAAb_2_B,vamb_spades_1056,4.8018807310639655e-12
AAAb_2_B,vamb_spades_108,0.0
AAAb_2_B,vamb_spades_21,7.1228569914946495e-12
AAAb_2_B,vamb_spades_222,1.0685527932387594e-11
AAAb_2_B,vamb_spades_267,7.0253159120192504e-12
AAAb_2_B,vamb_spades_286,1.940780840523856e-11
AAAb_2_B,vamb_spades_298,9.05548968862112e-11
AAAb_2_B,vamb_spades_6,1.197192643853294e-11
AAAb_2_B,vamb_spades_812,1.971583350464787e-11
AAAb_2_B,vamb_spades_857,2.994297914932153e-11
