Valeric Acid_04	Valeric Acid	AA	0	0	0	0	0	0	0	0
Valeric Acid_05	Valeric Acid	AA	0	0	0	0	0	0	0	0
Valeric Acid_06	Valeric Acid	AA	0	0	0	0	0	0	0	0
Valeric Acid_07	Valeric Acid	AABES	0	0	0	0	0	0	0	0
Valeric Acid_08	Valeric Acid	AABES	0	0	0	0	0	0	0	0
Valeric Acid_09	Valeric Acid	AABES	0	0	0	0	0	0	0	0
Valeric Acid_10	Valeric Acid	BES	0	0	0	0	0	0	0	0
Valeric Acid_11	Valeric Acid	BES	0	0	0	0	0	0	0	0
Valeric Acid_12	Valeric Acid	BES	0	0	0	0	0	0	0	0
Valeric Acid_13	Valeric Acid	AAAb	0	0	0	0	0	0	0	0
Valeric Acid_14	Valeric Acid	AAAb	0	0	0	0	0	0	0	0
Valeric Acid_15	Valeric Acid	AAAb	0	0	0	0	0	0	0	0
Valeric Acid_16	Valeric Acid	Ab	0	0	0	0	0	0	0	0
Valeric Acid_17	Valeric Acid	Ab	0	0	0	0	0	0	0	0
Valeric Acid_18	Valeric Acid	Ab	0	0	0	0	0	0	0	0
